location_id,town_name,latitude,longitude,existing_chargers_in_10_miles,resident_number_in_10_miles,car_number_in_10_miles,traffic_volume_in_10_miles,demand_score,recommendation_rank,recommendation_reason,recommendation_date
LOC_7833,Yishun,1.433841,103.82828,7,156687,32574,9588,79.03,1264,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7599,Serangoon,1.353869,103.873455,15,220503,36137,6699,79.02,1265,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5647,Yishun,1.436427,103.836966,14,230153,24569,8953,79.01,1266,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7674,Sengkang,1.398976,103.895585,1,200115,34800,5950,79.01,1267,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9002,Tampines,1.35538,103.950799,4,246247,37326,3460,79.01,1268,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7232,Sengkang,1.39214,103.899051,1,154466,35585,8031,79.0,1269,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5598,Bukit Batok,1.349453,103.762445,2,164005,35162,7810,79.0,1270,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7302,Bukit Batok,1.349639,103.751615,15,195854,32695,8786,79.0,1271,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6783,Ang Mo Kio,1.365031,103.843922,18,267185,37673,4423,79.0,1272,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9576,Yishun,1.424894,103.841109,18,291071,17233,8338,79.0,1273,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1381,Pasir Ris,1.378836,103.949887,8,141041,37632,9240,79.0,1274,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3582,Pasir Ris,1.365831,103.955813,17,229295,32834,7376,79.0,1275,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1023,Ang Mo Kio,1.378003,103.855397,4,186609,24426,9657,78.99,1276,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7068,Jurong West,1.334023,103.713191,9,280965,17784,7347,78.98,1277,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9895,Toa Payoh,1.335743,103.863654,19,228698,39906,5930,78.98,1278,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7118,Yishun,1.427998,103.835623,14,274824,24666,6682,78.98,1279,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4425,Bukit Batok,1.347291,103.754446,19,239602,26811,8650,78.97,1280,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2962,Pasir Ris,1.365251,103.950273,0,239850,15570,8599,78.97,1281,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1210,Ang Mo Kio,1.371658,103.849543,13,210288,27466,9053,78.97,1282,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2363,Woodlands,1.429792,103.776432,15,163016,38780,8890,78.97,1283,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4475,Pasir Ris,1.371719,103.949354,3,265409,29632,4257,78.97,1284,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6403,Woodlands,1.438577,103.783868,7,270044,21998,6526,78.96,1285,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7300,Jurong West,1.348409,103.706345,0,154310,34872,8043,78.95,1286,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7543,Jurong West,1.349829,103.708571,1,268083,34932,2489,78.95,1287,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2801,Toa Payoh,1.338005,103.848456,3,257420,21085,6782,78.95,1288,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1626,Pasir Ris,1.372413,103.957017,7,227974,33822,5664,78.94,1289,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3059,Tampines,1.353084,103.947239,8,246502,35024,4587,78.94,1290,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4401,Tampines,1.350246,103.955651,1,250982,11120,9287,78.93,1291,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8568,Toa Payoh,1.333778,103.862516,17,288564,20971,7342,78.93,1292,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9871,Tampines,1.339612,103.952269,4,274745,6363,9738,78.93,1293,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3312,Tampines,1.352725,103.962743,11,292699,11850,8520,78.93,1294,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9780,Pasir Ris,1.382598,103.957972,13,250707,28604,6724,78.92,1295,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8386,Jurong West,1.342935,103.708281,9,297407,34304,2362,78.92,1296,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5790,Sengkang,1.385217,103.889829,8,238605,22560,8083,78.91,1297,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9185,Pasir Ris,1.368063,103.941631,18,270388,15681,9708,78.9,1298,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7362,Yishun,1.437457,103.840116,0,198526,25915,8040,78.89,1299,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9180,Serangoon,1.354912,103.870721,14,254999,38028,4281,78.88,1300,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8311,Pasir Ris,1.370891,103.944176,14,194408,30405,9216,78.88,1301,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7252,Tampines,1.355474,103.956375,3,243327,25605,6323,78.88,1302,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2435,Pasir Ris,1.377052,103.942723,2,236116,24453,6819,78.88,1303,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3642,Ang Mo Kio,1.374346,103.851918,14,252227,28426,6823,78.88,1304,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9390,Tampines,1.356753,103.960404,0,158308,27051,9759,78.87,1305,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2346,Tampines,1.35292,103.956065,11,185041,33525,8453,78.87,1306,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8119,Jurong West,1.336321,103.711433,11,239066,22434,8525,78.87,1307,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4611,Serangoon,1.365763,103.873511,8,268408,39984,2210,78.85,1308,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4176,Serangoon,1.361446,103.876624,10,239055,38425,4359,78.84,1309,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5122,Woodlands,1.431368,103.777856,17,262137,25813,7410,78.84,1310,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8122,Pasir Ris,1.379928,103.948032,0,215215,38787,3964,78.84,1311,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2669,Jurong West,1.350252,103.717583,11,137028,37702,9786,78.83,1312,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8328,Tampines,1.342737,103.964079,11,160245,39012,8302,78.83,1313,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8855,Sengkang,1.387081,103.897467,17,196057,29556,9773,78.83,1314,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7401,Ang Mo Kio,1.377658,103.842206,16,275669,16086,9010,78.83,1315,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8408,Yishun,1.43788,103.837618,16,229184,23877,9388,78.83,1316,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6031,Yishun,1.433792,103.836082,5,235679,31787,5435,78.83,1317,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3057,Tampines,1.345461,103.964978,12,218104,38709,5635,78.83,1318,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7410,Toa Payoh,1.340079,103.863242,18,291426,14210,8987,78.82,1319,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6471,Jurong West,1.347511,103.71367,3,263859,33240,3351,78.81,1320,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3736,Pasir Ris,1.37724,103.948804,1,252891,8209,9860,78.81,1321,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5683,Bukit Batok,1.360748,103.74805,18,299139,16316,8064,78.8,1322,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8490,Bukit Batok,1.354589,103.745377,19,253065,21076,9326,78.8,1323,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7424,Tampines,1.357017,103.964506,18,287755,11765,9759,78.78,1324,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1534,Bukit Batok,1.358538,103.758819,1,176102,35713,6809,78.78,1325,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5370,Woodlands,1.438953,103.78052,6,267142,18382,7337,78.78,1326,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3768,Toa Payoh,1.337725,103.85406,8,278909,27046,4882,78.78,1327,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8612,Jurong West,1.333338,103.710721,6,261474,27299,5393,78.78,1328,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3812,Pasir Ris,1.373394,103.953304,2,257248,34530,3191,78.77,1329,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8659,Woodlands,1.443716,103.787474,10,202050,33608,7382,78.77,1330,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7766,Ang Mo Kio,1.364415,103.850806,13,272517,25908,6232,78.77,1331,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8160,Tampines,1.347012,103.966297,3,278565,31155,3111,78.76,1332,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2868,Tampines,1.347594,103.947652,2,212432,26864,7335,78.75,1333,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5199,Jurong West,1.33895,103.710686,14,294882,29703,4304,78.75,1334,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7559,Toa Payoh,1.327173,103.860123,8,192495,24983,9704,78.75,1335,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8377,Serangoon,1.356288,103.864625,5,284959,11249,8061,78.74,1336,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4638,Woodlands,1.437659,103.778591,12,186445,32543,8710,78.74,1337,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7499,Sengkang,1.398023,103.896871,19,219292,26236,9695,78.74,1338,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6874,Woodlands,1.44544,103.781427,0,265125,16617,6962,78.74,1339,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7600,Woodlands,1.441582,103.784851,11,229100,24915,8334,78.74,1340,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8631,Ang Mo Kio,1.369284,103.842318,3,190392,26680,8625,78.73,1341,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4599,Ang Mo Kio,1.366478,103.845294,14,247327,22986,8350,78.73,1342,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7205,Jurong West,1.340228,103.718867,3,115764,39747,9088,78.73,1343,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3369,Bukit Batok,1.343715,103.756708,16,247161,23973,8406,78.71,1344,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9494,Ang Mo Kio,1.380232,103.858,14,152661,36998,9570,78.71,1345,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5782,Jurong West,1.331155,103.712459,15,233612,29047,7659,78.7,1346,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3179,Jurong West,1.330488,103.703028,13,253437,34937,4892,78.7,1347,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5182,Toa Payoh,1.332717,103.85651,4,233285,32261,5223,78.7,1348,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6130,Ang Mo Kio,1.37586,103.840781,14,266597,15776,9170,78.69,1349,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8698,Ang Mo Kio,1.365076,103.847752,15,265757,32857,5093,78.69,1350,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9914,Serangoon,1.352274,103.860975,15,252676,24505,7834,78.69,1351,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7724,Sengkang,1.40016,103.898625,3,283831,10915,7873,78.69,1352,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6097,Woodlands,1.44238,103.788138,11,239198,19700,9106,78.68,1353,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8988,Woodlands,1.434262,103.794777,11,258885,32890,4824,78.68,1354,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2251,Ang Mo Kio,1.370919,103.849726,2,271356,29322,3735,78.67,1355,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3354,Yishun,1.437776,103.835758,8,244656,28959,6062,78.67,1356,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6779,Sengkang,1.396192,103.892792,4,253822,35033,3486,78.67,1357,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9555,Tampines,1.340542,103.949654,14,290861,37328,2559,78.67,1358,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1769,Ang Mo Kio,1.369851,103.849165,18,259213,17326,9736,78.66,1359,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8639,Sengkang,1.382615,103.894714,0,234026,35222,3825,78.66,1360,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7809,Tampines,1.342948,103.956318,2,258203,23245,5907,78.66,1361,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7822,Yishun,1.433038,103.827334,11,159803,37596,8593,78.66,1362,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2065,Pasir Ris,1.364307,103.946809,4,241166,26096,6347,78.66,1363,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3866,Bukit Batok,1.355152,103.757915,16,194854,32887,8762,78.65,1364,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1156,Toa Payoh,1.330229,103.865203,15,205309,25792,9860,78.65,1365,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3095,Ang Mo Kio,1.379122,103.856627,17,151329,39380,9461,78.64,1366,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2061,Tampines,1.348543,103.964028,0,262248,24331,5124,78.64,1367,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4899,Toa Payoh,1.326945,103.849898,10,166648,32719,9305,78.63,1368,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4368,Yishun,1.430463,103.827586,11,224090,30956,7010,78.61,1369,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6072,Sengkang,1.398349,103.890134,15,201705,29101,9192,78.6,1370,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5217,Pasir Ris,1.369896,103.943322,15,196753,39200,6912,78.6,1371,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8000,Jurong West,1.344133,103.702779,3,264283,36514,2403,78.59,1372,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4033,Yishun,1.421551,103.841568,11,257441,20051,8060,78.59,1373,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6137,Tampines,1.349139,103.960511,1,263355,26180,4734,78.59,1374,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3267,Woodlands,1.432935,103.777145,2,255680,28386,4707,78.58,1375,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2440,Ang Mo Kio,1.367465,103.848803,17,258218,39293,4106,78.58,1376,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6977,Toa Payoh,1.341286,103.854689,0,173784,27607,8694,78.57,1377,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6899,Pasir Ris,1.365563,103.955378,12,185451,32169,8770,78.57,1378,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1047,Pasir Ris,1.370604,103.958718,18,244032,28428,7678,78.57,1379,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3194,Toa Payoh,1.343316,103.864227,7,260805,32337,4212,78.57,1380,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4900,Toa Payoh,1.33354,103.856664,5,237942,18461,8507,78.54,1381,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2443,Ang Mo Kio,1.369232,103.854644,12,277207,38715,2531,78.54,1382,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9717,Sengkang,1.388841,103.887126,16,273311,37594,3600,78.53,1383,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9829,Ang Mo Kio,1.374863,103.844997,3,298586,32644,1624,78.53,1384,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9821,Pasir Ris,1.363163,103.952329,12,220428,25355,8699,78.52,1385,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2148,Serangoon,1.355981,103.860059,14,254599,20075,8610,78.52,1386,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8316,Serangoon,1.357733,103.868401,17,286578,21714,7054,78.52,1387,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2011,Jurong West,1.344943,103.713189,6,172177,32901,8320,78.51,1388,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3284,Pasir Ris,1.372494,103.956323,4,271473,37466,1913,78.51,1389,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9933,Jurong West,1.344563,103.705529,11,227955,30228,6952,78.51,1390,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6784,Yishun,1.437777,103.842799,15,281273,16337,8355,78.51,1391,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9087,Tampines,1.339825,103.956455,10,257179,25859,6426,78.5,1392,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2322,Jurong West,1.348013,103.706127,7,224926,21359,8714,78.5,1393,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4322,Serangoon,1.365378,103.864508,14,253330,39345,3841,78.49,1394,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4961,Yishun,1.428989,103.827288,5,243552,36107,3781,78.47,1395,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1922,Serangoon,1.349666,103.877949,7,232730,20824,8437,78.46,1396,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9235,Toa Payoh,1.324516,103.853612,17,299843,8049,9771,78.45,1397,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3993,Sengkang,1.383488,103.892044,6,293650,15346,6605,78.45,1398,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2689,Serangoon,1.363136,103.874508,5,259621,22703,6315,78.44,1399,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7545,Pasir Ris,1.382482,103.95528,8,292180,37016,1559,78.44,1400,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6553,Jurong West,1.336475,103.713971,4,277417,34923,2213,78.43,1401,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5644,Woodlands,1.426764,103.776651,10,129717,37508,9852,78.43,1402,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4298,Jurong West,1.349192,103.702012,18,282255,28571,5654,78.42,1403,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2886,Bukit Batok,1.361531,103.761485,10,201745,28377,8522,78.41,1404,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1790,Pasir Ris,1.364538,103.947838,17,283907,22228,7005,78.41,1405,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7829,Pasir Ris,1.372104,103.947696,10,260214,14599,9042,78.4,1406,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1092,Yishun,1.44008,103.837247,9,250229,27332,6200,78.39,1407,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9856,Ang Mo Kio,1.367379,103.841152,1,280028,18352,5755,78.39,1408,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6080,Ang Mo Kio,1.376045,103.859217,17,296185,23587,6034,78.38,1409,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2536,Serangoon,1.352416,103.869291,16,164283,39735,8443,78.38,1410,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6091,Jurong West,1.341558,103.69942,1,237511,24056,6449,78.38,1411,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6690,Serangoon,1.365778,103.864564,7,278121,11527,8454,78.38,1412,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9277,Bukit Batok,1.355746,103.746595,6,203271,38205,5366,78.36,1413,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3085,Toa Payoh,1.328089,103.851966,0,184058,20563,9835,78.36,1414,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9706,Ang Mo Kio,1.375536,103.8489,11,246076,35017,4771,78.36,1415,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4277,Jurong West,1.335441,103.716126,10,274251,37514,2588,78.36,1416,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1717,Tampines,1.35007,103.965283,4,217261,18481,9297,78.36,1417,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2595,Yishun,1.431002,103.831057,1,296265,13060,6245,78.35,1418,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3378,Bukit Batok,1.354487,103.757969,2,294306,5814,8303,78.34,1419,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4567,Bukit Batok,1.345447,103.754611,2,265705,36723,2004,78.34,1420,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8290,Jurong West,1.334235,103.718099,18,256130,22863,8346,78.34,1421,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4600,Sengkang,1.385504,103.895787,1,217025,23323,7638,78.34,1422,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4379,Woodlands,1.445002,103.778746,8,186211,38995,6304,78.33,1423,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3761,Jurong West,1.336644,103.705529,10,193231,30414,8400,78.33,1424,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3741,Sengkang,1.393176,103.898647,2,215750,34697,5003,78.33,1425,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3554,Sengkang,1.389262,103.904177,6,277409,10526,8562,78.33,1426,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4932,Bukit Batok,1.36179,103.74648,10,164640,39914,7451,78.32,1427,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1299,Jurong West,1.346214,103.710412,8,202887,24206,9166,78.32,1428,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3249,Ang Mo Kio,1.370346,103.842668,5,167295,37083,7277,78.32,1429,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8960,Tampines,1.357697,103.958907,15,299901,36432,2306,78.32,1430,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4811,Bukit Batok,1.357731,103.761474,8,189881,32100,7838,78.31,1431,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8308,Pasir Ris,1.374602,103.946889,12,284092,7359,9912,78.31,1432,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4806,Sengkang,1.382258,103.893672,14,284745,19401,7167,78.31,1433,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8725,Tampines,1.344117,103.955971,17,197770,31860,8852,78.31,1434,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5453,Yishun,1.422235,103.843226,17,283985,21090,7228,78.3,1435,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7425,Pasir Ris,1.369407,103.944568,16,275632,17442,8409,78.3,1436,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8990,Woodlands,1.440382,103.789552,14,274823,35937,3525,78.3,1437,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8850,Sengkang,1.39572,103.898014,19,218178,24941,9849,78.29,1438,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8290,Yishun,1.43239,103.834503,13,271972,30191,4948,78.29,1439,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3772,Yishun,1.423156,103.828176,5,285836,36147,1567,78.29,1440,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9839,Ang Mo Kio,1.361006,103.857162,11,245212,20636,8370,78.28,1441,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6059,Serangoon,1.363995,103.870255,2,229618,31273,5137,78.27,1442,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4758,Jurong West,1.347876,103.714973,17,265474,31116,5632,78.27,1443,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9335,Yishun,1.429323,103.84234,10,211855,31931,7061,78.27,1444,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8040,Bukit Batok,1.358357,103.751183,19,259074,28362,6934,78.26,1445,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1414,Sengkang,1.384224,103.899791,7,184808,39248,6118,78.24,1446,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8380,Jurong West,1.332546,103.702975,8,258371,38643,2741,78.24,1447,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3604,Jurong West,1.339273,103.699319,9,275634,34431,3078,78.23,1448,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8457,Pasir Ris,1.381725,103.953348,8,139846,33536,9941,78.23,1449,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7767,Pasir Ris,1.370404,103.944576,15,192199,39352,6919,78.23,1450,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5620,Jurong West,1.348632,103.707815,6,250422,32928,4262,78.23,1451,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9664,Sengkang,1.394099,103.89822,16,161246,36757,9256,78.22,1452,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9921,Ang Mo Kio,1.374587,103.854858,15,263398,29184,5887,78.21,1453,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2894,Yishun,1.420833,103.842121,10,235873,15727,9880,78.21,1454,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9908,Tampines,1.346106,103.960773,2,288120,8384,7901,78.21,1455,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7614,Pasir Ris,1.368603,103.943333,9,281320,33341,3056,78.21,1456,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8510,Bukit Batok,1.349762,103.7525,0,260668,36701,1896,78.21,1457,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4190,Jurong West,1.33699,103.707048,1,239638,39033,2513,78.21,1458,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3339,Serangoon,1.361314,103.863707,7,291688,23420,4712,78.2,1459,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
